CustomerID,FarmerName,County,RegionID,Country,RegistrationDate,ProductID,PaymentType,IsActive,ChurnDate,ChurnReason
CUST-01352,Elijah Kipchoge,Laikipia,REG-04,Kenya,2025-11-25,PROD-001,Cash,1,,
CUST-01353,Doreen Namugga,Wakiso,REG-07,Uganda,2024-11-21,PROD-004,PAYG,1,,
CUST-01354,Stephen Mbugua,Nyeri,REG-01,Kenya,2025-03-09,PROD-001,Cash,1,,
CUST-01355,Charity Waithaka,Kiambu,REG-01,Kenya,2023-04-08,PROD-003,Cash,0,2024-05-22,Seasonal
CUST-01356,Aka Koffi,Abidjan,REG-08,Côte d'Ivoire,2025-11-07,PROD-003,PAYG,1,,
CUST-01357,Edward Thuku,Laikipia,REG-04,Kenya,2026-02-25,PROD-001,Cash,1,,
CUST-01358,Dennis Kariuki,Kirinyaga,REG-01,Kenya,2025-11-09,PROD-007,PAYG,1,,
CUST-01359,Isaac Ochieng,Murang'a,REG-01,Kenya,2025-11-27,PROD-006,PAYG,1,,
CUST-01360,Robert Okello,Gulu,REG-07,Uganda,2024-10-18,PROD-005,PAYG,1,,
CUST-01361,John Kiptoo,Meru,REG-04,Kenya,2023-12-01,PROD-002,Cash,1,,
CUST-01362,Caroline Njenga,Machakos,REG-04,Kenya,2025-05-04,PROD-003,PAYG,1,,
CUST-01363,Charity Mutua,Bomet,REG-02,Kenya,2023-09-30,PROD-002,Cash,1,,
CUST-01364,Joy Otieno,Nandi,REG-02,Kenya,2024-11-17,PROD-004,Cash,1,,
CUST-01365,Charles Kariuki,Kericho,REG-02,Kenya,2025-01-23,PROD-001,PAYG,0,2025-04-11,Financial hardship
CUST-01366,Andrew Njenga,Embu,REG-04,Kenya,2025-03-02,PROD-007,PAYG,1,,
CUST-01367,Anne Kimani,Nyandarua,REG-01,Kenya,2024-09-27,PROD-003,PAYG,1,,
CUST-01368,Ibrahim Koffi,Yamoussoukro,REG-08,Côte d'Ivoire,2025-05-31,PROD-001,PAYG,1,,
CUST-01369,Caleb Ngugi,Meru,REG-04,Kenya,2026-04-09,PROD-001,Cash,1,,
CUST-01370,Fatou Yao,Abidjan,REG-08,Côte d'Ivoire,2025-10-04,PROD-002,Cash,1,,
CUST-01371,William Sang,Kiambu,REG-01,Kenya,2024-01-04,PROD-001,PAYG,1,,
CUST-01372,Richard Ssempijja,Mbale,REG-07,Uganda,2025-07-10,PROD-001,PAYG,1,,
CUST-01373,Joseph Githinji,Machakos,REG-04,Kenya,2025-01-25,PROD-006,Cash,1,,
CUST-01374,Sékou Diallo,Bouaké,REG-08,Côte d'Ivoire,2024-03-21,PROD-005,Cash,1,,
CUST-01375,Rogers Ssempijja,Gulu,REG-07,Uganda,2024-01-20,PROD-001,PAYG,1,,
CUST-01376,Richard Atuhaire,Mbale,REG-07,Uganda,2024-09-24,PROD-001,PAYG,1,,
CUST-01377,Sékou Koffi,Yamoussoukro,REG-08,Côte d'Ivoire,2023-04-17,PROD-004,Cash,0,2024-02-19,Better alternative
CUST-01378,Henry Namugga,Gulu,REG-07,Uganda,2026-03-29,PROD-003,PAYG,1,,
CUST-01379,Brian Langat,Kiambu,REG-01,Kenya,2023-11-13,PROD-007,PAYG,1,,
CUST-01380,Esther Ndungu,Nairobi,REG-06,Kenya,2025-03-04,PROD-007,PAYG,1,,
CUST-01381,Alice Ndungu,Embu,REG-04,Kenya,2024-08-04,PROD-002,Cash,1,,
CUST-01382,George Ndungu,Meru,REG-04,Kenya,2025-02-15,PROD-004,Cash,0,2025-09-08,Better alternative
CUST-01383,Collins Mugisha,Gulu,REG-07,Uganda,2025-06-11,PROD-001,Cash,1,,
CUST-01384,Nathan Kariuki,Kirinyaga,REG-01,Kenya,2024-11-14,PROD-001,Cash,1,,
CUST-01385,Muthoni Kiprono,Trans-Nzoia,REG-02,Kenya,2025-07-20,PROD-001,PAYG,1,,
CUST-01386,Ahou Yao,Yamoussoukro,REG-08,Côte d'Ivoire,2025-08-01,PROD-002,PAYG,0,2025-11-12,Seasonal
CUST-01387,Simon Mwangi,Nandi,REG-02,Kenya,2024-03-13,PROD-002,Cash,1,,
CUST-01388,Josephine Namutebi,Jinja,REG-07,Uganda,2025-03-30,PROD-001,Cash,1,,
CUST-01389,James Kiptoo,Bungoma,REG-03,Kenya,2025-11-23,PROD-005,PAYG,1,,
CUST-01390,Charles Ngugi,Uasin Gishu,REG-02,Kenya,2026-02-14,PROD-004,PAYG,1,,
CUST-01391,George Maina,Bungoma,REG-03,Kenya,2025-05-23,PROD-003,PAYG,1,,
CUST-01392,Stephen Mwangi,Uasin Gishu,REG-02,Kenya,2023-11-12,PROD-003,Cash,0,2025-02-13,Seasonal
CUST-01393,Samuel Kiptoo,Laikipia,REG-04,Kenya,2024-10-26,PROD-002,Cash,1,,
CUST-01394,Caroline Kariuki,Nyeri,REG-01,Kenya,2024-06-29,PROD-001,PAYG,1,,
CUST-01395,Gerald Kabugo,Gulu,REG-07,Uganda,2024-11-08,PROD-001,Cash,1,,
CUST-01396,Ritah Atuhaire,Wakiso,REG-07,Uganda,2023-10-16,PROD-001,Cash,1,,
CUST-01397,Muthoni Kiptoo,Kisumu,REG-03,Kenya,2024-09-20,PROD-001,PAYG,0,2025-04-05,Better alternative
CUST-01398,Robert Namugga,Jinja,REG-07,Uganda,2024-10-27,PROD-002,Cash,1,,
CUST-01399,Harriet Kabugo,Mbale,REG-07,Uganda,2025-05-06,PROD-003,PAYG,1,,
CUST-01400,Wanjiku Otieno,Machakos,REG-04,Kenya,2025-02-12,PROD-008,Cash,1,,
CUST-01401,Dorothy Kipchoge,Trans-Nzoia,REG-02,Kenya,2024-03-19,PROD-002,PAYG,1,,
CUST-01402,Wanjiku Karanja,Laikipia,REG-04,Kenya,2025-04-25,PROD-001,PAYG,1,,
CUST-01403,Caroline Ndungu,Kiambu,REG-01,Kenya,2024-08-26,PROD-001,PAYG,1,,
CUST-01404,Priscilla Waithaka,Kericho,REG-02,Kenya,2025-03-08,PROD-004,Cash,1,,
CUST-01405,Priscilla Cheruiyot,Embu,REG-04,Kenya,2025-11-12,PROD-001,PAYG,1,,
CUST-01406,Simon Mutua,Machakos,REG-04,Kenya,2025-05-24,PROD-004,Cash,1,,
CUST-01407,Timothy Rotich,Uasin Gishu,REG-02,Kenya,2025-12-14,PROD-005,Cash,1,,
CUST-01408,Agnes Wekesa,Kajiado,REG-06,Kenya,2024-06-04,PROD-003,PAYG,1,,
CUST-01409,Charity Odhiambo,Meru,REG-04,Kenya,2025-07-03,PROD-001,Cash,1,,
CUST-01410,Francis Mutua,Meru,REG-04,Kenya,2024-02-14,PROD-003,PAYG,1,,
CUST-01411,Andrew Kiptoo,Nyandarua,REG-01,Kenya,2026-01-05,PROD-004,PAYG,1,,
CUST-01412,Herbert Kabugo,Kampala,REG-07,Uganda,2024-10-22,PROD-008,PAYG,0,2025-05-12,Product failure
CUST-01413,Collins Mugisha,Kampala,REG-07,Uganda,2025-03-02,PROD-001,Cash,0,2025-10-18,Moved/sold farm
CUST-01414,Timothy Njoroge,Kajiado,REG-06,Kenya,2026-02-02,PROD-002,PAYG,1,,
CUST-01415,Collins Ssempijja,Kampala,REG-07,Uganda,2025-02-20,PROD-002,Cash,1,,
CUST-01416,Stephen Njenga,Kisumu,REG-03,Kenya,2025-04-19,PROD-005,PAYG,1,,
CUST-01417,Timothy Cheruiyot,Bomet,REG-02,Kenya,2023-11-11,PROD-001,Cash,1,,
CUST-01418,Florence Njoroge,Bomet,REG-02,Kenya,2025-04-23,PROD-002,PAYG,1,,
CUST-01419,Beatrice Njoroge,Embu,REG-04,Kenya,2024-11-24,PROD-003,Cash,1,,
CUST-01420,Joseph Tanui,Kisumu,REG-03,Kenya,2026-02-13,PROD-001,PAYG,1,,
CUST-01421,George Maina,Embu,REG-04,Kenya,2025-08-27,PROD-001,PAYG,1,,
CUST-01422,Ruth Njenga,Embu,REG-04,Kenya,2024-09-02,PROD-001,Cash,1,,
CUST-01423,Kouamé Koné,Yamoussoukro,REG-08,Côte d'Ivoire,2025-11-22,PROD-002,PAYG,1,,
CUST-01424,Chebet Ngugi,Kirinyaga,REG-01,Kenya,2025-01-11,PROD-002,PAYG,1,,
CUST-01425,Patrick Langat,Embu,REG-04,Kenya,2025-12-15,PROD-006,Cash,0,2026-04-22,Moved/sold farm
CUST-01426,Dennis Kariuki,Kirinyaga,REG-01,Kenya,2025-09-24,PROD-004,Cash,1,,
CUST-01427,Sharon Nsubuga,Kampala,REG-07,Uganda,2025-05-07,PROD-002,Cash,1,,
CUST-01428,Esther Ndungu,Nyeri,REG-01,Kenya,2026-03-01,PROD-001,PAYG,1,,
CUST-01429,Patrick Kimani,Bungoma,REG-03,Kenya,2025-03-08,PROD-003,PAYG,1,,
CUST-01430,John Mbugua,Trans-Nzoia,REG-02,Kenya,2026-01-15,PROD-001,Cash,1,,
CUST-01431,Michael Maina,Bomet,REG-02,Kenya,2025-03-24,PROD-001,PAYG,1,,
CUST-01432,Stephen Kariuki,Murang'a,REG-01,Kenya,2024-10-21,PROD-002,Cash,1,,
CUST-01433,Paul Githinji,Meru,REG-04,Kenya,2024-05-06,PROD-007,PAYG,1,,
CUST-01434,Francis Kimani,Nyeri,REG-01,Kenya,2025-12-12,PROD-001,PAYG,1,,
CUST-01435,Isaac Karanja,Embu,REG-04,Kenya,2025-09-07,PROD-001,PAYG,1,,
CUST-01436,Akinyi Kariuki,Nyandarua,REG-01,Kenya,2026-03-06,PROD-006,PAYG,1,,
CUST-01437,Kevin Thuku,Kiambu,REG-01,Kenya,2026-03-23,PROD-001,PAYG,0,2026-04-24,Seasonal
CUST-01438,Timothy Karanja,Nyandarua,REG-01,Kenya,2024-10-03,PROD-001,Cash,0,2025-02-04,Moved/sold farm
CUST-01439,Priscilla Thuku,Laikipia,REG-04,Kenya,2025-03-23,PROD-004,PAYG,1,,
CUST-01440,Richard Okello,Jinja,REG-07,Uganda,2024-04-25,PROD-001,Cash,0,2024-11-10,Product failure
CUST-01441,Ruth Kiptoo,Baringo,REG-02,Kenya,2026-04-17,PROD-002,PAYG,1,,
CUST-01442,Lou Diabaté,Bouaké,REG-08,Côte d'Ivoire,2025-12-17,PROD-002,PAYG,1,,
CUST-01443,Timothy Karanja,Kirinyaga,REG-01,Kenya,2024-05-17,PROD-005,PAYG,1,,
CUST-01444,Dennis Kipchoge,Nakuru,REG-02,Kenya,2024-12-26,PROD-001,Cash,0,2025-04-06,Seasonal
CUST-01445,Robert Ssempijja,Wakiso,REG-07,Uganda,2025-12-18,PROD-004,PAYG,1,,
CUST-01446,Brenda Kabugo,Gulu,REG-07,Uganda,2025-06-11,PROD-004,PAYG,1,,
CUST-01447,David Githinji,Nandi,REG-02,Kenya,2025-05-07,PROD-007,Cash,1,,
CUST-01448,Muthoni Ruto,Bungoma,REG-03,Kenya,2025-03-28,PROD-002,PAYG,1,,
CUST-01449,Peter Mbugua,Laikipia,REG-04,Kenya,2024-11-22,PROD-003,PAYG,1,,
CUST-01450,William Waithaka,Kiambu,REG-01,Kenya,2023-04-15,PROD-007,PAYG,1,,
CUST-01451,Harriet Nsubuga,Mbale,REG-07,Uganda,2025-10-17,PROD-001,Cash,0,2026-04-04,Better alternative
CUST-01452,Paul Cheruiyot,Kiambu,REG-01,Kenya,2025-08-03,PROD-003,Cash,1,,
CUST-01453,Moses Ochieng,Murang'a,REG-01,Kenya,2024-05-27,PROD-003,PAYG,1,,
CUST-01454,Isaac Ndungu,Laikipia,REG-04,Kenya,2025-04-06,PROD-002,PAYG,0,2025-12-05,Financial hardship
CUST-01455,Patrick Cheruiyot,Nakuru,REG-02,Kenya,2024-09-01,PROD-001,Cash,0,2025-08-04,Product failure
CUST-01456,Ahou Diallo,Bouaké,REG-08,Côte d'Ivoire,2024-03-04,PROD-002,Cash,1,,
CUST-01457,Wanjiku Mwangi,Nyeri,REG-01,Kenya,2026-03-07,PROD-001,PAYG,0,2026-04-17,Product failure
CUST-01458,Francis Mbugua,Machakos,REG-04,Kenya,2024-10-08,PROD-006,Cash,1,,
CUST-01459,William Githinji,Trans-Nzoia,REG-02,Kenya,2026-04-06,PROD-001,Cash,1,,
CUST-01460,Daniel Kimani,Kisumu,REG-03,Kenya,2025-07-19,PROD-001,PAYG,0,2026-03-01,Product failure
CUST-01461,David Mwangi,Machakos,REG-04,Kenya,2026-04-24,PROD-001,PAYG,1,,
CUST-01462,Moses Mutua,Meru,REG-04,Kenya,2025-02-24,PROD-001,PAYG,0,2025-11-13,Financial hardship
CUST-01463,Mary Kimani,Trans-Nzoia,REG-02,Kenya,2024-01-14,PROD-003,PAYG,1,,
CUST-01464,David Rotich,Bomet,REG-02,Kenya,2026-04-05,PROD-001,Cash,1,,
CUST-01465,Collins Namugga,Gulu,REG-07,Uganda,2026-02-17,PROD-003,PAYG,0,2026-04-11,Financial hardship
CUST-01466,Robert Namugga,Mbale,REG-07,Uganda,2025-05-23,PROD-002,Cash,1,,
CUST-01467,George Thuku,Trans-Nzoia,REG-02,Kenya,2025-12-06,PROD-001,PAYG,1,,
CUST-01468,Fatou Diallo,Yamoussoukro,REG-08,Côte d'Ivoire,2026-01-10,PROD-001,PAYG,1,,
CUST-01469,Grace Namugga,Mbale,REG-07,Uganda,2023-12-21,PROD-002,PAYG,1,,
CUST-01470,Faith Otieno,Embu,REG-04,Kenya,2024-11-28,PROD-003,Cash,1,,
CUST-01471,Edward Mbugua,Meru,REG-04,Kenya,2025-08-12,PROD-001,PAYG,1,,
CUST-01472,Joseph Mutua,Embu,REG-04,Kenya,2025-07-02,PROD-004,PAYG,1,,
CUST-01473,Herbert Namutebi,Jinja,REG-07,Uganda,2025-11-21,PROD-001,Cash,1,,
CUST-01474,Samuel Mutua,Nyandarua,REG-01,Kenya,2025-02-10,PROD-002,Cash,0,2025-05-07,Moved/sold farm
CUST-01475,Catherine Sang,Nakuru,REG-02,Kenya,2024-05-07,PROD-001,PAYG,1,,
CUST-01476,Brian Ndungu,Nairobi,REG-06,Kenya,2026-04-13,PROD-005,Cash,1,,
CUST-01477,Samuel Thuku,Murang'a,REG-01,Kenya,2025-05-05,PROD-002,Cash,1,,
CUST-01478,Edward Kamau,Kirinyaga,REG-01,Kenya,2025-09-07,PROD-007,Cash,1,,
CUST-01479,Joy Kimani,Nairobi,REG-06,Kenya,2025-07-28,PROD-004,PAYG,1,,
CUST-01480,Grace Korir,Embu,REG-04,Kenya,2023-05-26,PROD-003,PAYG,0,2024-12-18,Seasonal
CUST-01481,Elijah Otieno,Nairobi,REG-06,Kenya,2026-02-03,PROD-001,PAYG,1,,
CUST-01482,Caleb Kariuki,Meru,REG-04,Kenya,2023-09-04,PROD-001,Cash,1,,
CUST-01483,Mamadou Ouattara,Abidjan,REG-08,Côte d'Ivoire,2023-11-29,PROD-002,PAYG,1,,
CUST-01484,Doreen Tumwesigye,Gulu,REG-07,Uganda,2024-06-07,PROD-007,PAYG,0,2026-01-06,Moved/sold farm
CUST-01485,Allan Nsubuga,Mbale,REG-07,Uganda,2023-11-20,PROD-001,PAYG,1,,
CUST-01486,Rogers Tumwesigye,Jinja,REG-07,Uganda,2026-04-30,PROD-002,PAYG,1,,
CUST-01487,David Kiprono,Kirinyaga,REG-01,Kenya,2023-11-28,PROD-002,Cash,1,,
CUST-01488,Phionah Byaruhanga,Jinja,REG-07,Uganda,2023-05-19,PROD-005,PAYG,1,,
CUST-01489,James Ochieng,Bomet,REG-02,Kenya,2025-08-13,PROD-001,PAYG,1,,
CUST-01490,Kevin Kiprono,Laikipia,REG-04,Kenya,2024-12-17,PROD-006,Cash,1,,
CUST-01491,Paul Ruto,Kisumu,REG-03,Kenya,2025-01-01,PROD-001,PAYG,1,,
CUST-01492,Kevin Mbugua,Machakos,REG-04,Kenya,2025-04-10,PROD-007,Cash,1,,
CUST-01493,Kevin Odhiambo,Baringo,REG-02,Kenya,2025-11-25,PROD-001,Cash,0,2026-04-15,Product failure
CUST-01494,Samuel Tanui,Murang'a,REG-01,Kenya,2025-12-01,PROD-001,Cash,1,,
CUST-01495,Robert Atuhaire,Jinja,REG-07,Uganda,2024-03-20,PROD-001,Cash,1,,
CUST-01496,Timothy Kiprono,Trans-Nzoia,REG-02,Kenya,2025-03-23,PROD-001,Cash,1,,
CUST-01497,Paul Korir,Kajiado,REG-06,Kenya,2025-04-29,PROD-001,Cash,1,,
CUST-01498,Dennis Odhiambo,Uasin Gishu,REG-02,Kenya,2024-04-12,PROD-002,Cash,1,,
CUST-01499,Catherine Ruto,Kajiado,REG-06,Kenya,2026-02-07,PROD-007,PAYG,1,,
CUST-01500,Akinyi Mutua,Kirinyaga,REG-01,Kenya,2024-04-21,PROD-002,Cash,0,2025-02-26,Financial hardship
CUST-01501,Yao Ouattara,Yamoussoukro,REG-08,Côte d'Ivoire,2023-12-08,PROD-001,Cash,1,,
CUST-01502,Lucy Kimani,Uasin Gishu,REG-02,Kenya,2025-01-21,PROD-002,Cash,1,,
CUST-01503,Caleb Maina,Nakuru,REG-02,Kenya,2023-07-01,PROD-003,PAYG,1,,
CUST-01504,Kevin Githinji,Nakuru,REG-02,Kenya,2025-04-21,PROD-001,Cash,1,,
CUST-01505,Martin Githinji,Kirinyaga,REG-01,Kenya,2024-05-26,PROD-006,Cash,1,,
CUST-01506,Doreen Kabugo,Jinja,REG-07,Uganda,2025-09-28,PROD-002,PAYG,1,,
CUST-01507,Ronald Okello,Mbale,REG-07,Uganda,2024-04-28,PROD-007,PAYG,1,,
CUST-01508,Ibrahim Diabaté,Bouaké,REG-08,Côte d'Ivoire,2023-04-11,PROD-002,PAYG,1,,
CUST-01509,Koffi Traoré,Abidjan,REG-08,Côte d'Ivoire,2025-03-03,PROD-007,Cash,1,,
CUST-01510,Grace Kabugo,Gulu,REG-07,Uganda,2026-01-05,PROD-001,Cash,1,,
CUST-01511,Kevin Wekesa,Trans-Nzoia,REG-02,Kenya,2025-06-06,PROD-001,Cash,1,,
CUST-01512,Mercy Thuku,Kirinyaga,REG-01,Kenya,2025-04-30,PROD-005,PAYG,1,,
CUST-01513,Daniel Githinji,Kajiado,REG-06,Kenya,2025-08-31,PROD-002,PAYG,1,,
CUST-01514,Charles Wekesa,Laikipia,REG-04,Kenya,2025-09-28,PROD-001,PAYG,1,,
CUST-01515,Anita Kabugo,Kampala,REG-07,Uganda,2024-11-28,PROD-001,PAYG,0,2026-02-28,Product failure
CUST-01516,Phionah Ssempijja,Gulu,REG-07,Uganda,2024-08-26,PROD-003,PAYG,1,,
CUST-01517,Charles Rotich,Trans-Nzoia,REG-02,Kenya,2024-05-24,PROD-005,Cash,1,,
CUST-01518,Francis Bett,Kajiado,REG-06,Kenya,2025-11-18,PROD-001,PAYG,1,,
CUST-01519,Peter Githinji,Kiambu,REG-01,Kenya,2025-10-07,PROD-001,Cash,1,,
CUST-01520,Sharon Atuhaire,Wakiso,REG-07,Uganda,2023-10-31,PROD-008,PAYG,1,,
CUST-01521,Mark Waithaka,Nairobi,REG-06,Kenya,2025-09-30,PROD-003,Cash,0,2025-11-01,Financial hardship
CUST-01522,Isaac Ochieng,Kajiado,REG-06,Kenya,2024-11-20,PROD-007,PAYG,1,,
CUST-01523,Ivan Byaruhanga,Kampala,REG-07,Uganda,2023-10-04,PROD-001,Cash,1,,
CUST-01524,Hope Rotich,Kirinyaga,REG-01,Kenya,2023-09-06,PROD-001,Cash,1,,
CUST-01525,Aka Touré,Abidjan,REG-08,Côte d'Ivoire,2026-03-03,PROD-001,PAYG,1,,
CUST-01526,Francis Bett,Bomet,REG-02,Kenya,2024-04-06,PROD-005,Cash,1,,
CUST-01527,Jane Mutua,Laikipia,REG-04,Kenya,2025-09-13,PROD-003,Cash,1,,
CUST-01528,Charles Bett,Kiambu,REG-01,Kenya,2025-10-10,PROD-002,Cash,1,,
CUST-01529,Martin Korir,Kajiado,REG-06,Kenya,2024-10-13,PROD-001,PAYG,1,,
CUST-01530,Elijah Tanui,Nyeri,REG-01,Kenya,2024-09-01,PROD-001,PAYG,1,,
CUST-01531,Charles Maina,Nyeri,REG-01,Kenya,2025-03-14,PROD-007,PAYG,1,,
CUST-01532,Hannah Mbugua,Trans-Nzoia,REG-02,Kenya,2026-01-24,PROD-002,PAYG,1,,
CUST-01533,Chebet Thuku,Nandi,REG-02,Kenya,2023-06-29,PROD-004,Cash,1,,
CUST-01534,Charles Mbugua,Murang'a,REG-01,Kenya,2025-12-04,PROD-004,PAYG,1,,
CUST-01535,Nathan Kiptoo,Bomet,REG-02,Kenya,2025-08-20,PROD-001,PAYG,0,2026-03-18,Better alternative
CUST-01536,Florence Odhiambo,Kericho,REG-02,Kenya,2025-03-23,PROD-006,PAYG,1,,
CUST-01537,Charles Kamau,Laikipia,REG-04,Kenya,2023-12-24,PROD-001,PAYG,1,,
CUST-01538,Sarah Ngugi,Baringo,REG-02,Kenya,2025-10-25,PROD-001,Cash,0,2025-11-24,Product failure
CUST-01539,Andrew Maina,Nandi,REG-02,Kenya,2025-04-30,PROD-002,Cash,1,,
CUST-01540,Alice Kamau,Meru,REG-04,Kenya,2025-05-12,PROD-006,PAYG,1,,
CUST-01541,Joseph Langat,Nyandarua,REG-01,Kenya,2026-02-08,PROD-001,PAYG,1,,
CUST-01542,Catherine Sang,Uasin Gishu,REG-02,Kenya,2025-03-03,PROD-002,PAYG,1,,
CUST-01543,David Cheruiyot,Uasin Gishu,REG-02,Kenya,2026-03-24,PROD-002,PAYG,1,,
CUST-01544,Moses Karanja,Laikipia,REG-04,Kenya,2024-01-15,PROD-002,PAYG,1,,
CUST-01545,Ibrahim Traoré,Abidjan,REG-08,Côte d'Ivoire,2023-12-26,PROD-003,Cash,1,,
CUST-01546,Brenda Tumwesigye,Jinja,REG-07,Uganda,2024-11-07,PROD-001,PAYG,1,,
CUST-01547,Harriet Atuhaire,Wakiso,REG-07,Uganda,2025-09-24,PROD-002,Cash,1,,
CUST-01548,James Tanui,Nyeri,REG-01,Kenya,2023-11-01,PROD-007,PAYG,1,,
CUST-01549,Stephen Njoroge,Bomet,REG-02,Kenya,2025-05-31,PROD-003,PAYG,1,,
CUST-01550,Francis Kiprono,Trans-Nzoia,REG-02,Kenya,2025-08-28,PROD-003,Cash,1,,
CUST-01551,Dennis Rotich,Meru,REG-04,Kenya,2025-05-06,PROD-001,PAYG,0,2025-09-19,Financial hardship
CUST-01552,Caroline Langat,Meru,REG-04,Kenya,2024-10-28,PROD-002,Cash,1,,
CUST-01553,Grace Kipchoge,Murang'a,REG-01,Kenya,2024-04-21,PROD-001,Cash,1,,
CUST-01554,Nathan Ndungu,Machakos,REG-04,Kenya,2024-06-03,PROD-002,PAYG,1,,
CUST-01555,George Ochieng,Kajiado,REG-06,Kenya,2026-02-23,PROD-001,Cash,1,,
CUST-01556,Akinyi Odhiambo,Kericho,REG-02,Kenya,2026-02-14,PROD-002,Cash,1,,
CUST-01557,Timothy Kimani,Nairobi,REG-06,Kenya,2024-07-16,PROD-001,PAYG,0,2024-09-25,Moved/sold farm
CUST-01558,James Kariuki,Nairobi,REG-06,Kenya,2024-04-18,PROD-001,PAYG,1,,
CUST-01559,Kevin Kimani,Kericho,REG-02,Kenya,2025-09-13,PROD-003,Cash,0,2026-01-20,Moved/sold farm
CUST-01560,Alice Kiptoo,Kirinyaga,REG-01,Kenya,2025-07-26,PROD-001,PAYG,1,,
CUST-01561,George Ndungu,Meru,REG-04,Kenya,2025-07-16,PROD-005,PAYG,0,2026-01-04,Product failure
CUST-01562,Brenda Kabugo,Mbale,REG-07,Uganda,2025-12-12,PROD-002,Cash,1,,
CUST-01563,Robert Kabugo,Jinja,REG-07,Uganda,2024-11-23,PROD-003,PAYG,1,,
CUST-01564,Robert Nsubuga,Jinja,REG-07,Uganda,2025-10-05,PROD-007,PAYG,1,,
CUST-01565,Ronald Tumwesigye,Wakiso,REG-07,Uganda,2024-12-19,PROD-001,Cash,1,,
CUST-01566,Joseph Tanui,Kisumu,REG-03,Kenya,2025-05-28,PROD-003,PAYG,1,,
CUST-01567,Kouadio Traoré,Abidjan,REG-08,Côte d'Ivoire,2025-04-22,PROD-001,PAYG,1,,
CUST-01568,Agnes Odhiambo,Baringo,REG-02,Kenya,2025-03-10,PROD-001,Cash,1,,
CUST-01569,Doreen Namutebi,Wakiso,REG-07,Uganda,2023-03-11,PROD-001,PAYG,1,,
CUST-01570,George Odhiambo,Meru,REG-04,Kenya,2023-07-21,PROD-001,PAYG,1,,
CUST-01571,Robert Namugga,Kampala,REG-07,Uganda,2023-04-15,PROD-002,PAYG,1,,
CUST-01572,Martin Kariuki,Nandi,REG-02,Kenya,2025-11-10,PROD-006,Cash,1,,
CUST-01573,Victor Thuku,Kirinyaga,REG-01,Kenya,2024-09-12,PROD-005,Cash,1,,
CUST-01574,Henry Nsubuga,Jinja,REG-07,Uganda,2023-11-06,PROD-001,PAYG,1,,
CUST-01575,Irene Atuhaire,Gulu,REG-07,Uganda,2024-04-19,PROD-006,PAYG,1,,
CUST-01576,William Mutua,Meru,REG-04,Kenya,2024-07-06,PROD-002,Cash,1,,
CUST-01577,Charles Ndungu,Murang'a,REG-01,Kenya,2024-09-21,PROD-003,PAYG,1,,
CUST-01578,Ruth Kipchoge,Nandi,REG-02,Kenya,2025-10-13,PROD-005,PAYG,1,,
CUST-01579,Mercy Kipchoge,Uasin Gishu,REG-02,Kenya,2025-10-24,PROD-007,PAYG,0,2026-03-04,Financial hardship
CUST-01580,Lou Yao,Abidjan,REG-08,Côte d'Ivoire,2023-12-06,PROD-001,PAYG,1,,
CUST-01581,Daniel Thuku,Bungoma,REG-03,Kenya,2025-05-09,PROD-004,Cash,1,,
CUST-01582,Irene Okello,Mbale,REG-07,Uganda,2025-07-24,PROD-003,PAYG,1,,
CUST-01583,Mercy Mutua,Nairobi,REG-06,Kenya,2025-01-03,PROD-006,PAYG,1,,
CUST-01584,Joseph Odhiambo,Kisumu,REG-03,Kenya,2024-11-18,PROD-001,PAYG,1,,
CUST-01585,Victor Kiptoo,Embu,REG-04,Kenya,2024-04-15,PROD-006,PAYG,1,,
CUST-01586,Hope Ndungu,Kiambu,REG-01,Kenya,2025-09-08,PROD-004,Cash,1,,
CUST-01587,Nyambura Kiprono,Murang'a,REG-01,Kenya,2024-10-09,PROD-002,PAYG,1,,
CUST-01588,Paul Mwangi,Kajiado,REG-06,Kenya,2024-05-01,PROD-002,Cash,0,2026-04-23,Product failure
CUST-01589,Samuel Mwangi,Nandi,REG-02,Kenya,2025-12-28,PROD-007,Cash,1,,
CUST-01590,Collins Namugga,Kampala,REG-07,Uganda,2025-05-13,PROD-001,Cash,1,,
CUST-01591,John Mbugua,Nandi,REG-02,Kenya,2025-01-22,PROD-002,Cash,1,,
CUST-01592,Akinyi Cheruiyot,Laikipia,REG-04,Kenya,2026-03-23,PROD-002,PAYG,1,,
CUST-01593,Michael Waithaka,Kericho,REG-02,Kenya,2025-01-16,PROD-002,Cash,0,2026-03-23,Financial hardship
CUST-01594,Ritah Atuhaire,Mbale,REG-07,Uganda,2024-08-08,PROD-001,Cash,1,,
CUST-01595,Kouamé Diallo,Bouaké,REG-08,Côte d'Ivoire,2024-11-26,PROD-001,PAYG,1,,
CUST-01596,Yao Traoré,Abidjan,REG-08,Côte d'Ivoire,2023-05-03,PROD-002,PAYG,1,,
CUST-01597,Allan Tumwesigye,Wakiso,REG-07,Uganda,2025-05-12,PROD-001,PAYG,1,,
CUST-01598,Henry Atuhaire,Kampala,REG-07,Uganda,2026-03-30,PROD-007,PAYG,1,,
CUST-01599,Muthoni Otieno,Baringo,REG-02,Kenya,2025-12-17,PROD-001,PAYG,1,,
CUST-01600,Sarah Kiptoo,Bomet,REG-02,Kenya,2026-04-22,PROD-001,PAYG,1,,
